Company Name,Job Title,Job Location,Job Description
Tesla,"Robotics Engineer, Gigafactory Texas","Austin, TX","The Robotics Engineer, will have extensive theoretical and hands-on experience
in all facets of robotic applications used in Manufacturing, as well as
experience managing new product introductions, equipment projects (new
installations) and process optimization, upgrades & modifications. Experience
with multiple robot brands is desired.

  
Responsibilities:

  * Responsibility for designing/selecting robotic systems.
  * Creating simulations and offline programs with Process Simulate.
  * Responsible for continuous process optimization.
  * Advanced robot programming including DCS, Kuka Safe.
  * Develop custom robot application code to interface with new technologies.
  * Support maintenance team in troubleshooting difficult breakdowns and chronic equipment failures.
  * Project management: both internal maintenance projects, and major contractor projects.
  * Develop procedures and maintain proper documentation related to robotics systems.

  
Requirements:

  * BS in mechatronics engineering or equivalent experience.
  * 5+ years extensive experience Robotic programming and applications.
  * Excellent robotic high level and back ground programming skills on Fanuc, KUKA, ABB or equivalent brands.
  * Hands on experience commissioning and programming industrial robots
  * Robotic mechanical and electrical trouble shooting skills.
  * Experience with Robot simulation packages as well as off-line programing using Robcad, Delmia 3DX or Process Simulate (preferred).
  * Virtual commissioning experience of a robotics system is a plus.
  * Knowledge on programming languages such as Python, Java, C, C++, HTML, ROS
  * Experience on robotics applications such as Spot Weld, Stud Weld, Adhesive, Self Piercing Rivet, Vision, Arc Weld, Roll hemming.
  * Experience on Automotive industries is a plus.
  * Good overall people management skills.
  * Proficient in CAD.
  * PLC programming knowledge is a plus.

"
Miso Robotics,ML Robotics Research Engineer,"Pasadena, CA","## The Company

Miso Robotics is transforming the restaurant industry and making a real impact
on the world.

Miso Robotics is writing an epic new story for the restaurant industry. We've
developed a robotic kitchen assistant, Flippy, that can perform a variety of
kitchen tasks including flipping burgers and running the deep fryer. Our
product is a robotic arm on a rail that fits into existing kitchens along
existing cook lines and is designed to work with existing equipment alongside
kitchen workers. Under the hood, Flippy relies on our platform which combines
deep learning and other computer vision technologies with optimization-based
scheduling and nonlinear control to adapt quickly to a variety of kitchen
workflows, while achieving graceful and efficient motion.

The challenge of bringing robotics into commercial kitchens requires many
disciplines to come together. The compositions of teams at Miso Robotics
reflect this multidisciplinary nature of our work. We have built a world-class
team and we are looking for more exceptional people to join us. If you
believe, like we do, that the future of the kitchen involves robotics and
artificial intelligence (HINT: It definitely does) and if you want to count
yourself among the handful of lucky people who've found themselves with the
opportunity to solve this problem, then Miso Robotics might be the right place
for you!

##  The Role

Assuming the role of ML/Robotics Research Engineer puts you on the cusp of
advanced technology development. You will scout ahead, exploring the latest
ideas and technologies in Robotics, Machine Learning, IoT, Cloud Computing,
and Scalable Architectures. As a member of Research and Advanced Development,
you will interview team members and domain experts to help identify the
biggest opportunities and understand the most significant challenges. You will
regularly create prototype solutions, disseminate learnings through writings
and presentations, and continue to champion adoption as you hand these
prototypes off for production development.

You will work in many different domain areas so you must be able to learn
rapidly. You will collaborate on research partnerships with universities and
attend conferences as necessary to stay up to date on the latest developments.
You will combine broad knowledge in a variety of fields with expertise in
software development to bridge the gap between research and production.

##  What You’ll Do

In this role, you will:

  * Research and develop new theories in robotics and computer vision.
  * Design simulations to validate vision and control strategies.
  * Build and maintain tools to improve development efficiency.
  * Review approaches, algorithms, and architectural diagrams and provide helpful feedback.
  * Take on problems and research the solution space to find several reasonable solutions.
  * Create high-quality rapid prototypes to demonstrate new concepts and technologies.
  * Create unit tests and system-level tests to verify code functionality.
  * Create diagrams and documentation to communicate to a wide audience of developers.
  * Create documentation to help identify and clarify functional requirements.
  * Develop a strong systems-level understanding of our products.
  * Performs other related duties as assigned.

##  What You Need in Order to Succeed in this Role

#####  Technical Requirements

  * Bachelor’s Degree in Robotics, Computer Science, Engineering, Mathematics, or related field.
  * 3+ years experience in developing software in Python.
  * 3+ years experience with ROS (Robot Operating System).
  * 3+ years experience with ML frameworks like TensorFlow, PyTorch, etc.
  * Experience solving controls problems with multi-DoF robots.
  * Experience solving robotics vision problems with machine learning.
  * Strong working knowledge of Linux, Git, and Docker.
  * Experience working with cloud platforms like GCP, AWS or Azure.

Other Requirements

  * Superb oral and written communication skills.
  * Ability to collaborate effectively with a team.
  * Ability to adapt your coding style to our internal style.
  * Willingness and eagerness to share your opinions on problems and solutions.
  * Proclivity for staying up to date with best practices.
  * Great at managing multiple tasks and getting stuff done in a fast-paced environment.
  * Strong attention to detail, analytical skills and ability to learn at hyperspeed.
  * Obsession with clarity.
  * Prolonged periods sitting at a desk and working on a computer.

##  Benefits and Perks

  * Unlimited PTO policy
  * Comprehensive benefits offerings
  * 401K plan
  * Education reimbursement program
  * Competitive pay
  * Advancement opportunities

vIrn4zqyMp

"
OffWorld,Robotics Software Test Engineer,"Pasadena, CA","**_Robotics Software Test Engineer_**

Full time position based in Pasadena, CA

 _OffWorld is a robotics startup working on developing a mobile robotic
workforce for heavy industrial jobs on Earth, Moon, asteroids & Mars. OffWorld
was founded by an experienced engineering team drawing on decades of tackling
formidable engineering challenges at NASA, ESA, NOAA, Maxar Technologies,
CERN, Reaction Engines, SAFRAN, Surrey Satellites and Cisco. OffWorld’s first
challenge is developing and maturing a modular robotic system for extreme
environments on Earth. Our robots will go deeper underground and farthest on
Earth than humans can, eliminate the need for humans to work in life-
threatening environments in mining, construction, tunneling and other
dangerous industries, and dramatically reduce the environmental footprint and
cost of operations in key economies on Earth and beyond._

We have designed a modular robotic architecture that focuses on maximizing the
commonality and reusability across components for fast deployment and
optimization. Our robotic systems combine sensory information with cutting
edge machine learning (ML) for control and decision making.

We are currently looking for a Robotics Test Engineer who will be responsible
for the operational testing and optimization of our robots. You will work with
the mechatronics, software & controls and machine learning engineers to
validate and improve the autonomous operation of the robots, developing tests
plans to validate requirements and functionality from the ground up. You will
participate in lab and field testing activities, including testing of robots
in extreme environments (green fields, mines and construction sites).

For this role, you should be comfortable with main robotics concepts and
software tools, including tele-operating and troubleshooting robotic software
systems in an academic, lab or field setting. Experience with the
teleoperation of complex systems in the aviation, space, high energy or
equivalent industries, is highly applicable. Familiarity with data analysis
and test debugging is required. Practical experience with Python and the ROS
environment is highly valued. A working knowledge to operate and maintain
mechanical, electronic, and electro-mechanical components and interfaces is
desired.

You should be comfortable working on the field with heavy duty robotic systems
or machines, where safety is paramount.

  

To hit the ground running, you will need experience in the following:

  * Use of software tools for functional validation and verification of operational capabilities (JIRA, Requirements tracking systems)
  * Executing and maintaining development or test environments in Ubuntu OS, including strong knowledge of the Ubuntu OS and terminal based programming
  * ROS, Python, C++, Docker, HTTP API 
  * Version control software such as Git and SVM
  * Telemetry processing/time series databases and graphical visualization tools (Grafana, influx or equivalent) 
  * Troubleshooting software using logs and software debugging tools 
  * Developing automated test scripts and test scripting in general
  * CI/CD pipelines (such as Jenkins) for robotic software development is highly desired
  * Robotics hardware integration and testing and mechatronics practical experience is highly desired (mechanical and electrical testing, CAD/PCB Layout, Embedded Software/Assembly)

  
The following qualifications are required:

  * BSc or higher in Mechanical Engineering, Software Engineering, Electrical Engineering, Robotics, Mechatronics or equivalent with at least 2 years of experience
  * Excellent verbal and written/online communication skills
  * Team player with a hands-on mentality
  * Demonstrated ability to manage, organize and reprioritize your work to meet deadlines and support the entire organization. Comfortable multi-tasking/working on different projects concurrently.
  * Passionate about solving riddles, critical thinker, able to analyze complex data
  * Self-driven, passionate, and constantly pursuing knowledge and excellence
  * Nothing-is-impossible attitude

  
In a nutshell, we offer:

  * Opportunity to sink your teeth into cutting edge industrial robotics problems
  * Opportunity to contribute to the mission of transforming how we mine on Earth today and how we will one day mine on the Moon, asteroids & Mars
  * Opportunity to attend relevant conferences in the line of research
  * Competitive package
  * Offer to join the OffWorld team full-time-if 
    * You are as crazy-excited about the mission as we are
    * You’ve demonstrated you are The Right Stuff

**OffWorld is an Equal Opportunity Employer

JCbl97e66n

"
MathWorks,Quality Engineer -- 20 Openings,"Natick, MA","MathWorks has a hybrid work model that enables staff members to split their
time between office and home. The hybrid model provides the advantage of
having both in-person time with colleagues and flexible at-home life
optimizations. Learn More:
https://www.mathworks.com/company/jobs/resources/applying-and-
interviewing.html#onboarding.

Working under the direction of Quality Engineering Manager or Team Lead, will
be responsible for designing and developing sophisticated testing software;
writing automated test suites for unit, function, and system tests and
conducting hands-on testing; documenting and analyzing test results;
participating in product feature development from the early design stages and
playing a critical role in driving to final product release; participating in
component design reviews; reporting bugs and verifying fixes; evaluating
product performance; and providing input on product designs.

  

**Minimum Qualifications:**

**Education and Experience:**

Master’s degree in Engineering, Computer Science, Information Technology,
Information Technology and Management, Information Systems,
Telecommunications, Mathematics, or a closely related field (or foreign
education equivalent) and no experience.

**Special Requirements:**

  * Demonstrated expertise writing control, simulation, numerical, or MATLAB algorithms.

  * Demonstrated expertise programming in MATLAB, and C, C++, assembly language, Java, or Simulink.

  * Demonstrated expertise in development, automated test development, or test tool development for: parallel computing; distributed systems; state machines; discrete time systems; automatic code generation systems; robotic control system simulation; physical system simulation - hydraulic or mechanical; device drivers; compiler design; code generation; state machine simulation; signal processing; image processing; computer vision; microelectromechanical systems; EDA verification and validation tools; mathematical model optimization; computational fluid dynamics; protocols or algorithms for numerical analysis, signal processing, video processing, or embedded systems; or statistical analysis and quality control of data validity.

[Expertise may be gained during Graduate program.]

"
RIOS Intelligent Machines,Robotics Controls Development Engineer,"Menlo Park, CA","RIOS is a technology company helping global customers automate their
factories, warehouses, and supply chain operations by deploying a new class of
AI-powered and dexterous robots. RIOS robots handle hard-to-automate tasks,
typically requiring human-level dexterity, in unstructured environments. RIOS
is headquartered in Palo Alto, CA and has a pilot facility in San Carlos, CA.
More information is available at www.rios.ai

 **The Role**

RIOS is looking for an Robotics Controls Development Engineer that can own the
application logic and related robotics controls pipeline development for
various customer use cases. This typically will include leveraging existing
pipeline tools in different ways, along with a degree of custom development,
to meet customer KPI's.

 **As a Robotics Controls and Development Engineer you will:**

  * Work daily on multiple robot platforms with custom hardware and software stacks
  * Push hardware and technology limits to solve real-world problems.
  * Work with a multidisciplinary team to solve previously unsolvable robotics problems
  * Travel to customer sites to deploy robotic solutions.

 **Technical attributes of candidates may include:**

  * M.S./Ph.D. in Robotics, Computer Science, Electrical Engineering, or a related field (or equivalent industry experience)
  * Experience with Robot Operating System (ROS) Proficiency with robotics hardware and systems (e.g., electrical, mechanical, sensing)
  * Experience with C/C++, Python
  * Familiarity with aspects of robotic control including 3D perception, path planning, kinematics, etc.
  * Best practices in software development such as documentation, version control, testing and reproducibility
  * Experience with real-time operating system
  * Actively practice the Git-based CI/CD workflow

 **Perks**

  * Competitive salary package & Stock options for every employee
  * Healthcare + dental + vision insurance plans
  * 401(k) plan
  * Free lunch
  * Flexible time off & paid holidays
  * Social events + happy hours + team parties

Join us!

Job Type: Full-time

Benefits:

  * 401(k)
  * Dental insurance
  * Health insurance
  * Paid time off
  * Vision insurance

Schedule:

  * Monday to Friday

COVID-19 considerations:  
Yes, we have vaccination requirements.

Application Question(s):

  * Do you have experience with Robot Operating System (ROS) Proficiency with robotics hardware and systems (e.g., electrical, mechanical, sensing)?

Education:

  * Doctorate (Required)

Work Location: One location

"
Cambridge Consultants Inc,Senior Robotics Controls Engineer,"Boston, MA","**OVERVIEW**

At Cambridge Consultants we get to tackle some of the toughest problems faced
by the medical industry. Our clients range from small start-ups to large
multinationals all over the world. The technology that we encounter and build
in our work varies from one project to the next as we aim to advance the
state-of-the-art in healthcare. Your talent and depth of experience in
developing novel robotic control systems is what will be behind tomorrow’s
computer-assisted surgical tools and medical devices.

 **YOUR ROLE**

Cambridge Consultants is a technical consultancy with hundreds of world-class
engineers. We take on a large variety of challenging projects with a focus on
delivering breakthrough innovations. As a Senior Robotic Controls Engineer,
you will get the opportunity to learn new skills and work in diverse
applications with a wide range of technologies including hyperspectral
imaging, advanced robotic manipulators, and machine learning. In this role,
you will help create the next generation of medical devices ranging from
surgical navigation and advanced visualization to intelligent robotic systems
for the future of digital surgery. Each project is a new opportunity to learn
and deliver.

 **DAY TO DAY:**

  * Contribute to early-stage development through analysis of novel concepts.
  * Perform rigorous kinematic and dynamic modelling and simulation.
  * Develop and test control algorithms for complex electromechanical systems.
  * Work closely with the mechanical design team to develop mechanisms to meet aggressive performance targets.
  * Lead discipline expertise in robotic system control algorithms, modelling, simulation, and optimization within cross-functional teams.
  * Lead and support internal efforts to develop new technology offerings.

 **WHAT YOU NEED TO SUCCEED**

 **MUST HAVE:**

MS or Ph.D (preferred) in engineering with an emphasis on robotics, dynamics,
controls, or equivalent degree

  * Authorized to work in the US without sponsorship
  * Excellent communication skills
  * Deep knowledge of robot manipulator kinematics and dynamics
  * Matlab and either C++ (preferred) or python programming skills
  * Experience with ROS

 **BONUS POINTS:**

  * Experience with tele-operated robotic systems
  * Experience in continuum robotics
  * Experience with surgical applications
  * Experience with real-time software applications and RTOS
  * Knowledge of probabilistic, computer vision, or machine learning techniques

 **Equal Opportunity Employer/Veterans/Disabled**

Cambridge Consultants is an Affirmative Action and Equal Opportunity Employer.
All qualified applicants will receive consideration for employment without
regard to race, color, religion, sex, sexual orientation, gender identity,
national origin, or protected veteran status and will not be discriminated
against on the basis of disability.

If you’d like to view a copy of the company’s affirmative action plan or
policy statement, please email usjobseekersupport @ cambridgeconsultants.com.
If you have a disability and you believe you need a reasonable accommodation
in order to search for a job opening or to submit an online application,
please e-mail usjobseekersupport @ cambridgeconsultants.com. This email is
created exclusively to assist disabled job seekers whose disability prevents
them from being able to apply online. Only messages left for this purpose will
be returned. Messages left for other purposes, such as following up on an
application or technical issues not related to a disability, will not receive
a response.

Job Type: Full-time

Pay: From $100,000.00 per year

Benefits:

  * 401(k)
  * 401(k) matching
  * Dental insurance
  * Employee assistance program
  * Flexible schedule
  * Flexible spending account
  * Health insurance
  * Health savings account
  * Life insurance
  * Paid time off
  * Parental leave
  * Referral program
  * Retirement plan
  * Vision insurance

Schedule:

  * 8 hour shift

Supplemental Pay:

  * Bonus pay

COVID-19 considerations:  
Successful applicant must comply with the federal contractor Covid-19
Workplace Safety mandate requirements.

Experience:

  * Electrical Engineers: 1 year (Preferred)

Willingness to travel:

  * 25% (Preferred)

Work Location: Multiple Locations

"
Vandrax Technologies,Embedded Systems Engineer / Programmger - Mobile Robotics,Remote,"**Job Summary:**  
Programmer required for the system design of the Automated Guided Vehicle
(AGV) system for company. This position will require in-depth knowledge of AGV
systems and current technologies in the markerplace. The AGV programmer evelop
software and algorithms that improve how our industrial Automated Guided
Vehicles (AGVs) sense, understand and react. The AGV programmer will be
responsible for performing system design, testing and maintenance. Experience
with the design and implementation of manufacturing control software specific
to AGVs is a must.

C++ programming experience preferred, but Java is also acceptable. Must have
experience working with open source software as well as writing proprietary
software.

We develop a broad range of low level and embedded software powering motion
control, vision, robotics, computing and IOT. You can be involved in the
entire design process, such as discussing requirements with our customers,
writing specifications, conceptual and detailed designing, qualification and
finally releasing for production. We are looking for software engineers with a
strong affinity towards electronics, who are not afraid to open up a
schematics document to customize software for our integrated solutions. If
tuning your applications for different CPU/GPU/FPGA/Hybrid architectures,
multi core/multi CPU and other optimization techniques is what interests you,
join our team as an Embedded Software Engineer!

 **Essential Functions and Responsibilities:**

  * Program and update a system that will provide the required transport of materials by AGV for a given facility.
  * Lead design and programming meetings including other sub-consultants with technical system details for coordination.
  * Discover and correct fatal flaws in system design or revisions by others that may negatively impact system performance.
  * Perform various analyses to create and adjust system design, building spaces and operations.
  * Perform on-site or remote tele-inspections during system installation to adhere to specifications.
  * Creating reports to provide findings and recommendations.
  * Performs other related duties as assigned.
  * Design, develop and test of C++ computer applications
  * Work with real time operating systems (RTOS) and embedded platforms.
  * Strong background in embedded / network software development, and knowledge of Embedded Object-Oriented Development methodologies and approaches.
  * Designing and debugging experience with multi-threading application with embedded systems architecture.
  * Strong code development history using software to solve real-world problems.
  * Working knowledge of professional software engineering practices for the full software development life cycle, including coding standards, code reviews, source control management, build processes, testing, and operations
  * Ability to write new mobile robot software features.
  * Ability to write software for real time hardware I/O control and feedback analysis
  * Knowledge of object-oriented design methodologies and design patterns
  * Experience programming serial, CAN and network communications (UDP and TCP)
  * Experience with issue tracking systems, specific experience with Jira is a plus
  * Experience with versions control systems, specific experience with Git/Sub version a plus
  * Experience with writing requirements, design documentation, and test cases
  * Working knowledge of electronic and electromechanical devices such as analog inputs and outputs, encoders, proximity sensors, etc.

 **Knowledge, Education, Skills, and Experience:**

  * Detailed knowledge of AGV systems from all large global manufacturers
  * Knowledge of each vendors components and features including vehicles, navigation systems, and capabilities.
  * Project management and communication skills to provide timely deliverables, develop and maintain client relations, monitor work scope and financials in contract and lead internal effort for assistance.
  * Equivalent combination of education, training, and experience that would provide the required knowledge and abilities.
  * Bachelors degree in architecture, engineering or related field and or having performed the required duties with an AGV manufacturer.

  * Requires a bachelor’s degree in Computer Science, Computer Engineering, automation technology, robotics or equivalent work experience.
  * 3-7 years programming experience writing application software using C++ for technical applications.
  * Experience with real-time operating systems (RTOS) and embedded platforms.
  * Ability to troubleshoot software issues in a comprehensive and creative manner.
  * Apply object-oriented design and development techniques, using C++ programming.
  * Assist with version control and release management.

 **What we offer:**

  * Transparent leadership team – business goals and objectives regularly communicated through monthly meetings
  * Opportunity for growth in a booming industry

  * Casual work environment
  * Company culture of continuous improvement
  * On-site or Remote work available

Job Types: Full-time, Part-time, Contract, Temporary

Pay: $52,675.00 - $129,951.00 per year

Schedule:

  * 8 hour shift
  * Monday to Friday
  * Weekend availability

Experience:

  * Embedded Software & Firmware Developers: 3 years (Preferred)
  * C++ or Java: 3 years (Preferred)

Work Location: Remote

"
ViaBot Inc.,Robotics Software Engineer - Integration,"Sunnyvale, CA","**About Us**

Here at ViaBot, we're building a robot made to tackle real-world tasks. We're
a robotics startup based in the heart of Silicon Valley, with a forward-
thinking and exceptional team that's ever-growing. Our aim is to change the
way people see robots--not as gimmicks or as one-trick ponies, but as sensible
solutions to sizable problems. Enter RUNO: an autonomous mobile robot designed
to handle outdoor commercial tasks, such as sweeping and grass cutting. Learn
more about us at: https://www.viabot.com

 **Responsibilities**

ViaBot is looking for a passionate Robotics Software Engineer looking to get
involved with all aspects of the development of autonomous UGVs as a viable
commercial solution. Our ideal candidate is resourceful, hard-working, and not
afraid to get their hands dirty while developing, testing, and maintaining
these bots. They will be responsible for:

  * Hands-on development with our autonomous mobile robot, RUNO
  * Supporting the testing and deployment of our robots onto the field
  * Integration of different sensors and subsystems used on our robot platform RUNO
  * Managing system state both on the microcontroller and Linux levels
  * Exposing diagnostics for both ease of development and for fleet monitoring
  * Optimizing and reduce existing code for both performance and readability
  * Improvising and handling responsibilities outside of the job description

 **Initial tasks will include:**

  * Implementing unit tests on the microcontroller code level for pre-deployment
  * Implementing process tests to be executed remotely and safely
  * Incorporate various sensors with UART-based interfaces
  * Handle many control loops in a single loop-based architecture with limited threading
  * Manage all inter-device messaging over CAN bus
  * Writing health-monitoring nodes in rospy/roscpp to ensure system reliability and ease of debugging
  * Working with our web engineers to expose robot diagnostics and data to our internal web services for fleet management

 **Qualifications:**

  * M.S./B.S. in Computer Science, Robotics, Electrical Engineering, or a related field
  * Hands-on experience developing robotics, IoT, or computer vision systems
  * Fluency in ROS, C/C++, and software development
  * Experience designing and building software for professional settings
  * Having a vehicle is highly recommended (we do on-site robot maintenance!)
  * Must have work authorization in the United States
  * Not a remote position
  * Must provide proof of vaccination on first day

 **Compensation: $110,000 - $120,000 / yr, plus benefits and stock options**

Job Type: Full-time

Pay: $110,000.00 - $120,000.00 per year

Benefits:

  * Dental insurance
  * Health insurance
  * Paid time off
  * Vision insurance

Schedule:

  * Monday to Friday
  * On call

COVID-19 considerations:  
We require all employees to be fully vaccinated for COVID-19. Face masks and
hand sanitizer are readily available and used on site.

Ability to commute/relocate:

  * Sunnyvale, CA 94089: Reliably commute or planning to relocate before starting work (Required)

Application Question(s):

  * Are you able to start working by May 1st, 2022?
  * We are transparent about our compensation, and list it on our posting. Have you reviewed this?

Experience:

  * mobile robotics industry: 1 year (Required)
  * C/C++: 2 years (Preferred)
  * sensor integration: 1 year (Preferred)
  * professional software development: 1 year (Preferred)
  * ROS: 1 year (Required)

License/Certification:

  * Driver's License (Required)

Willingness to travel:

  * 25% (Preferred)

Work Location: One location

"
Trelleborg Sealing Solutions,Automation and Robotics Engineer,"Louisville, CO","**Summary**

Provide systems and process analysis in support of identification of
automation opportunities. Provide automation design, development, testing,
quality assurance, implementation and training support to multiple client
operating units. Typical duties include capturing user requirements;
performing coding and data modeling, testing, quality assurance, software
configuration management, design, and program documentation; build and deploy,
implementation; upgrade; and maintaining interoperability/integration between
systems.

 **Essential Duties & Responsibilities**

  * Implement automation cells to increase efficiency in the manufacturing facility and assembly department
  * Production support and troubleshooting as needed
  * Propose, define, prioritize, and manage automation/robotics projects
  * Electrical design and component selection
  * Drive process improvements using automation
  * Develop troubleshooting guides and procedures
  * Work closely with Process engineering, Operations and quality team to solve operational problems and improve efficiency and quality.

 **Education and Experience**

This position requires a Bachelor’s degree in engineering. This position
should have a minimum of 5+ years of relevant experience. Experience with Lean
Manufacturing a plus.  
Knowledge, Skills, and Abilities

  * Bachelor’s degree in mechanical engineering or a related discipline (required)
  * 5+ years of experience (required)
  * Experience with PLC’s, CNC mills, and other common manufacturing equipment preferred
  * Project management, and process development experience
  * Extensive experience in automation and robotics

Work Environment/Physical Demands/Equipment Used  
This position is located in a manufacturing facility which requires prolonged
sitting, standing, walking, squatting, twisting, and bending. This position
will spend about 50% of their time on the production floor where heavy
machinery is present and loud sounds exist. Requires lifting up to 50 lbs.
Requires manual dexterity for typing and considerable time at a computer.  
Health and Safety – PPE Requirements  
Safety Glasses to be worn at all times when on the production floor

Job Type: Full-time

Pay: $100,000.00 - $110,000.00 per year

Benefits:

  * 401(k)
  * 401(k) matching
  * Dental insurance
  * Employee assistance program
  * Flexible spending account
  * Health insurance
  * Health savings account
  * Life insurance
  * Paid time off
  * Parental leave
  * Referral program
  * Tuition reimbursement
  * Vision insurance

Schedule:

  * 10 hour shift
  * 8 hour shift
  * Day shift
  * Monday to Friday

Education:

  * Bachelor's (Preferred)

Experience:

  * similar: 5 years (Required)

Willingness to travel:

  * 25% (Preferred)

Work Location: One location

"
"TuSimple, Inc.","Vehicle Embedded Software Engineer, Integration","Mountain View, CA","Join TuSimple and help change the way the world moves. Together we're making
freight transportation safer, more efficient, and more environmentally
friendly.

 _This opportunity is located in Tucson, AZ._  
  
You can apply to the job with this email address:
https://boards.greenhouse.io/tusimple/jobs/5867957002

**TuSimple Company Overview**

_Come join a higher calling and find a deeper purpose!_

TuSimple is a fully commercialized autonomous trucking company. As a multi-
national Artificial Intelligence Technology Company, we are at the epicenter
of the Autonomous Vehicle Universe. Our breakthroughs are leading the industry
in autonomous trucking.

While inventing the framework of Autonomous Driving, our live fleet of
autonomous Trucks have fully evolved land freight. TuSimple is leading the way
by hiring the most talented researchers, engineers, and scientists.

TuSimple was founded half a decade ago with the goal of bringing the top minds
in the world together to achieve the dream of a driverless truck solution.
With a foundation in computer vision, algorithms, mapping, and Artificial
Intelligence, TuSimple has created the first commercially viable **Autonomous
Freight** ** _Network._**

**Role Responsibilities**

  * Work across engineering teams to understand and implement requirements for vehicle control

  * Develop features and functions for autonomous vehicle control systems

  * Implement and develop algorithms using C++, Matlab/Simulink, and other related programming languages

  * Follow ISO26262 and FMEA design processes

  * Perform unit tests for a developing software

  * Verify and Validate the developing software before final software integration

  * Support new additions to autonomous truck system including software, firmware, and

hardware

**Experience & Skills Required**

  * MS in Automotive/Electrical/Mechanical Engineering with a focus on automotive controls or BS with relevant experience

  * Solid understanding of automotive systems including: OBD II systems, brake components, tires, electrical systems, steering system, state safety inspections, engine and driveline components, etc.

  * Proficiency in MATLAB/Simulink/Stateflow and C++ or Python is required

  * Hands on experience with automotive control systems in professional or academic projects

  * Understanding and prior use of automotive communication protocols such as CAN _network_

  * Has CAN tool experiences such as Vector CAN tool, CANalyzer, CANape, etc.

  * Has troubleshooting experience for complex engineering systems

  * Has experiences with multimeters, oscilloscopes, etc.

  * Ability to work safely in a fast-paced environment.

**Bonus Points**

  * Have experience competing in student automotive competitions such as EcoCAR, Formula SAE

  * Have 2+ years of industry experience in Vehicle control, Autonomous Driving and/or

**_Robotics_**

  * Experience in classical and modern control theory such as Model Predictive Control, Pure Pursuit, Envelope Control, etc.

  * Experience in Robot Operating System ( _ROS_ ), ISO26262, FMEA, AUTOSAR, OSEK or BroadR-Reach

  * Experience in software test (MIL/SIL/PIL/HIL, Static/Dynamic, black box/white box/grey

box)

**TuSimple Benefits**

  * 100% employer-paid healthcare premiums for you and your family

  * Work visa sponsorship available

  * Relocation assistance available

  * Breakfast, lunch, and dinner served every day

  * Full kitchens on every floor with unlimited snacks, drinks, special treats, fruits, meals, and more

  * Stock options / equity

  * Gym membership reimbursement

  * Monthly team building budget

  * Learning/education budget

  * Employer-paid life insurance

  * Employer-paid long and short disability

TuSimple is an Equal Opportunity Employer. This company does not discriminate
in employment and personnel practices on the basis of race, sex, age,
handicap, religion, national origin, or any other basis prohibited by
applicable law. Hiring, transferring and promotion practices are performed
without regard to the above-listed items.

  

_This opportunity is located in Tucson, AZ._  
  
You can apply to the job with this email address:
https://boards.greenhouse.io/tusimple/jobs/5867957002

"
Griffin Global Systems,Robotics Engineer,"Clarksburg, MD","**Full benefits, relocation assistance if necessary. Entry level up to
principal level robotics software engineers!**

 **Qualifications:**

  * Strong programming ability in C/C++
  * Linux environment experience
  * Python programming experience
  * New grads preferred if coming from a robotics heavy program or autonomous vehicle heavy program
  * UAV/Drone experience a plus
  * Robotics experience
  * Autonomous vehicle experience

 **Desired sub-specialties**

  * Sensor processing (LIDAR, cameras, RADAR, inertial, etc.)
  * Computer Vision and Deep Learning
  * Path planning
  * Localization/navigation algorithms
  * SLAM

 **U.S. citizenship or Permanent Resident(Green Card) Status required.** '

Job Type: Full-time

Pay: $70,000.00 - $160,000.00 per year

Benefits:

  * 401(k)
  * 401(k) matching
  * Dental insurance
  * Employee assistance program
  * Employee discount
  * Flexible schedule
  * Flexible spending account
  * Health insurance
  * Health savings account
  * Life insurance
  * Paid time off
  * Parental leave
  * Professional development assistance
  * Referral program
  * Relocation assistance
  * Retirement plan
  * Tuition reimbursement
  * Vision insurance

Schedule:

  * 8 hour shift
  * Monday to Friday

Supplemental Pay:

  * Bonus pay
  * Signing bonus

Application Question(s):

  * Are you a US citizen, permanent resident or in EAD status?

Education:

  * Bachelor's (Preferred)

Experience:

  * Software Engineering: 2 years (Preferred)
  * C++: 2 years (Preferred)
  * Linux: 2 years (Preferred)
  * C: 2 years (Preferred)
  * Python: 2 years (Preferred)
  * Robotics: 2 years (Preferred)
  * SLAM: 1 year (Preferred)
  * ROS: 2 years (Preferred)

Work Location: One location

"
